masv,mahp,diem
2793,014,7.2
2793,018,8.5
2793,001,7.0
2793,009,6.0
2793,020,6.4
2794,013,8.0
2794,010,5.0
2794,011,8.8
2794,006,8.9
2794,001,8.5
2795,022,6.5
2795,014,8.1
2795,011,9.3
2795,006,5.2
2795,007,9.5
2796,019,8.7
2796,002,8.9
2796,010,5.7
2796,004,5.6
2796,014,7.6
2797,006,7.4
2797,004,6.5
2798,016,4.5
2798,012,8.7
2798,003,9.3
2799,012,6.7
2799,015,6.1
2800,020,8.7
2800,021,5.7
2800,016,6.5
2801,007,9.9
2801,016,5.4
2801,003,9.8
2801,020,8.5
2801,014,9.4
2801,012,6.6
2802,013,6.2
2802,006,8.9
2802,012,9.7
2802,020,9.5
2802,017,7.3
2802,008,7.6
2803,008,4.4
2803,005,4.1
2803,019,6.7
2803,004,7.7
2803,020,7.0
2803,007,5.5
2804,018,6.8
2804,001,9.8
2805,016,5.3
2805,011,9.6
2805,005,9.8
2805,008,6.6
2805,021,9.5
2805,009,6.2
2806,009,9.9
2806,004,9.1
2806,005,8.6
2806,008,4.9
2807,014,8.5
2807,013,8.1
2807,008,6.6
2808,009,4.7
2808,004,5.0
2808,014,8.9
2808,005,6.2
2808,017,6.8
2808,022,9.5
2809,019,4.4
2809,015,7.4
2809,018,8.4
2809,022,7.5
2809,012,7.4
2810,020,8.6
2810,012,6.2
2811,004,7.9
2811,001,4.5
2811,005,5.2
2811,012,7.3
2811,003,7.7
2811,006,7.3
2812,002,8.5
2812,010,9.6
2812,022,6.6
2812,019,6.0
2813,010,4.3
2813,007,9.1
2813,017,4.8
2813,013,8.7
2813,021,8.7
2814,002,6.3
2814,021,4.2
2815,001,5.3
2815,005,4.2
2815,006,4.0
2815,004,6.3
2815,010,5.4
2816,001,5.6
2816,008,9.1
2817,020,8.8
2817,019,4.4
2818,004,4.0
2818,009,5.0
2819,012,7.4
2819,016,9.4
2819,004,7.1
2819,022,5.2
2819,011,6.9
2819,008,9.4
2820,004,6.9
2820,007,8.9
2821,006,9.9
2821,017,9.3
2821,016,4.1
2821,005,8.6
2822,022,5.5
2822,003,9.0
2822,009,5.4
2822,021,5.0
2822,008,6.6
2823,016,6.4
2823,007,6.2
2823,004,8.3
2823,015,8.3
2823,012,4.8
2824,021,4.3
2824,015,4.5
2824,006,5.6
2824,018,7.4
2825,002,9.3
2825,020,8.2
2825,004,6.6
2825,009,6.8
2826,010,8.1
2826,016,5.4
2826,017,7.7
2826,019,8.9
2826,014,9.0
2826,022,5.0
2827,010,5.6
2827,014,7.3
2827,021,7.9
2827,009,9.0
2827,018,6.8
2828,009,7.0
2828,015,8.8
2828,003,7.1
2828,016,8.4
2828,014,10.0
2828,008,9.4
2829,017,6.2
2829,008,8.4
2829,022,5.7
2829,002,7.7
2829,012,6.1
2829,007,5.6
2830,022,4.5
2830,019,6.0
2830,010,7.1
2831,009,5.6
2831,007,5.1
2831,016,7.7
2831,011,8.4
2831,018,5.4
2832,019,4.1
2832,013,5.8
2832,022,4.6
2832,004,8.4
2832,018,4.9
2832,001,5.5
2833,001,9.5
2833,021,9.8
2833,008,5.0
2833,012,7.6
2834,021,4.6
2834,012,4.3
2834,020,9.2
2835,016,7.4
2835,003,5.1
2836,004,9.7
2836,014,7.1
2837,007,5.4
2837,020,4.5
2837,016,9.6
2837,011,9.0
2837,012,9.2
2838,008,4.9
2838,005,8.6
2838,019,4.1
2838,009,7.1
2838,004,9.4
2839,014,5.1
2839,004,6.9
2839,017,8.2
2839,007,9.3
2839,012,4.4
2840,014,9.9
2840,009,6.5
2840,001,4.2
2840,005,7.5
2840,019,7.0
2840,003,9.2
2841,012,5.4
2841,019,8.4
2842,005,5.4
2842,002,5.9
2842,016,5.0
2842,011,4.1
2842,008,9.3
2843,019,6.2
2843,022,9.1
2843,018,7.1
2844,010,5.7
2844,017,4.8
2844,012,4.2
2844,022,4.7
2844,019,8.7
2844,018,7.9
2845,011,8.6
2845,003,6.0
2845,002,9.0
2846,012,6.6
2846,018,8.5
2846,010,5.8
2846,002,6.6
2846,003,5.3
2847,010,5.1
2847,019,5.5
2847,011,8.2
2847,013,8.7
2847,003,8.7
2847,007,9.9
2848,017,8.2
2848,007,7.8
2848,012,4.3
2848,022,7.5
2849,013,5.2
2849,014,7.4
2849,012,7.0
2849,009,8.9
2849,015,6.4
2849,010,9.1
2850,012,7.7
2850,003,9.0
2850,015,6.3
2851,009,8.7
2851,007,4.8
2851,017,8.0
2851,005,4.4
2851,006,5.4
2851,019,8.2
2852,006,7.2
2852,019,9.6
2852,016,8.2
2852,003,5.9
2852,007,5.0
2852,018,9.2
2853,002,8.4
2853,018,5.5
2853,009,7.0
2853,022,6.4
2854,016,5.7
2854,022,8.5
2854,003,7.7
2854,007,4.4
2855,017,4.9
2855,006,4.0
2856,022,8.9
2856,019,4.6
2856,010,6.2
2856,015,9.3
2856,017,8.9
2857,004,6.5
2857,022,7.7
2857,007,8.6
2857,002,4.2
2858,001,5.5
2858,009,8.9
2859,018,7.2
2859,015,4.2
2859,002,9.6
2859,005,5.2
2859,017,7.6
2860,016,9.3
2860,008,8.8
2861,008,7.5
2861,022,4.4
2861,018,4.3
2862,022,6.1
2862,004,7.8
2862,010,4.0
2862,011,7.3
2862,003,8.4
2863,005,8.6
2863,021,6.4
2864,013,8.2
2864,005,7.2
2864,015,7.8
2864,019,6.1
2864,008,6.5
2865,015,5.7
2865,022,5.0
2865,018,7.8
2865,008,7.0
2865,005,5.4
2865,007,6.0
2866,003,6.2
2866,013,4.9
2866,015,5.3
2867,002,5.8
2867,016,4.8
2867,012,6.1
2867,015,7.4
2868,007,8.6
2868,016,4.6
2868,006,6.3
2868,017,4.1
2868,011,6.0
2869,021,6.3
2869,014,5.8
2869,016,4.6
2869,017,7.3
2869,004,4.8
2869,001,5.1
2870,019,5.8
2870,004,6.5
2870,010,9.6
2871,003,8.4
2871,002,5.0
2871,007,6.5
2872,009,9.7
2872,013,6.0
2873,002,9.5
2873,011,6.0
2873,019,9.4
2873,021,4.1
2873,007,9.6
2874,010,4.8
2874,020,6.6
2874,004,8.6
2875,001,8.1
2875,009,8.1
2875,020,9.7
2875,022,7.5
2875,012,6.7
2876,021,9.9
2876,017,5.0
2876,007,6.3
2876,022,9.9
2876,012,7.5
2876,018,4.9
2877,003,9.0
2877,010,7.9
2878,016,4.1
2878,008,4.1
2878,004,8.7
2879,001,7.4
2879,020,5.7
2880,006,8.6
2880,018,7.5
2880,012,5.4
2880,014,7.2
2880,005,8.7
2881,018,4.2
2881,022,4.4
2881,002,8.3
2881,020,7.5
2881,003,4.9
2881,014,8.1
2882,012,6.9
2882,003,7.4
2883,012,4.1
2883,016,9.8
2883,015,8.3
2883,001,5.1
2884,005,7.0
2884,016,9.5
2884,001,6.5
2884,019,4.7
2884,018,5.9
2884,003,7.3
2885,003,6.9
2885,019,6.0
2885,018,4.6
2885,015,6.5
2885,008,5.1
2886,003,6.0
2886,005,8.7
2886,021,4.2
2886,012,4.7
2887,012,7.5
2887,006,8.7
2887,014,8.1
2887,004,7.1
2888,012,7.7
2888,001,5.3
2888,002,9.5
2889,010,8.0
2889,019,7.2
2890,017,8.0
2890,013,5.7
2891,020,9.4
2891,014,7.9
2891,005,7.1
2892,013,8.7
2892,008,7.9
2892,006,4.0
2892,022,6.0
2892,018,9.3
2892,017,9.6
2893,022,7.2
2893,015,5.8
2893,021,4.5
2894,013,7.8
2894,002,6.7
2895,012,7.3
2895,009,7.7
2895,007,4.8
2895,014,4.3
2895,005,7.0
2895,006,5.1
2896,003,6.1
2896,008,4.4
2896,019,7.4
2897,002,6.1
2897,013,4.9
2897,019,5.0
2897,009,7.2
2898,020,7.7
2898,012,9.7
2899,014,7.2
2899,007,9.9
2899,021,5.4
2900,003,7.8
2900,019,8.0
2900,012,7.9
2901,014,6.0
2901,019,5.0
2901,001,7.6
2901,007,5.8
2901,010,9.1
2902,021,8.0
2902,006,8.0
2903,005,4.9
2903,002,6.2
2903,012,7.8
2904,011,8.4
2904,015,6.4
2904,014,7.5
2904,001,4.7
2904,016,6.5
2905,007,7.1
2905,014,7.0
2905,003,6.8
2906,022,9.2
2906,019,7.6
2906,009,4.0
2906,002,5.5
2907,008,5.0
2907,013,6.6
2908,006,8.0
2908,010,9.7
2908,016,7.0
2909,005,9.5
2909,017,5.1
2909,011,8.9
2910,022,5.4
2910,001,9.9
2910,006,4.3
2910,014,6.4
2910,018,9.2
2910,015,9.5
2911,012,6.8
2911,022,7.2
2911,007,7.3
2911,019,4.5
2911,013,8.3
2912,005,5.0
2912,004,9.1
2912,017,6.4
2912,020,4.5
2912,015,6.1
2913,007,5.0
2913,005,6.0
2914,018,7.3
2914,005,8.4
2914,007,8.3
2915,002,6.3
2915,007,9.2
2915,003,5.7
2915,018,5.9
2916,011,6.6
2916,021,10.0
2916,003,4.0
2917,006,9.8
2917,022,9.2
2917,007,5.1
2918,022,9.9
2918,001,4.3
2919,004,6.2
2919,014,5.0
2919,008,7.8
2920,016,8.6
2920,001,9.6
2921,020,4.9
2921,022,8.8
2921,001,4.2
2921,019,9.7
2921,013,5.0
2921,008,9.0
2922,021,8.8
2922,020,6.4
2922,007,6.9
2922,010,4.4
2922,002,5.7
2923,002,8.6
2923,010,7.1
2923,003,8.3
2923,013,4.1
2924,022,8.8
2924,010,4.4
2924,018,7.1
2925,020,8.2
2925,006,4.5
2926,019,6.0
2926,014,9.4
2926,018,5.4
2926,006,6.6
2927,009,4.5
2927,013,6.0
2927,014,8.5
2927,021,4.7
2928,008,4.3
2928,020,5.1
2928,011,6.4
2928,006,8.4
2929,014,4.0
2929,008,9.0
2929,016,5.1
2929,013,5.0
2930,012,9.6
2930,002,7.7
2930,010,9.2
2930,020,6.1
2931,016,8.1
2931,009,7.3
2931,004,6.7
2932,020,8.8
2932,021,8.3
2932,010,4.1
2932,001,8.1
2932,019,9.2
2933,022,8.8
2933,003,9.8
2933,019,9.3
2933,016,9.1
2933,011,6.1
2933,015,7.9
2934,018,9.4
2934,020,7.5
2934,003,8.7
2934,013,6.6
2934,019,8.5
2935,012,4.4
2935,017,6.7
2935,019,6.7
2935,020,6.0
2936,021,9.1
2936,020,9.2
2936,001,6.1
2936,009,6.6
2936,017,6.8
2937,003,7.9
2937,006,5.3
2937,004,7.2
2937,009,8.4
2937,017,8.1
2938,011,7.1
2938,015,7.5
2938,010,9.9
2938,001,6.6
2938,006,8.2
2938,016,8.5
2939,004,4.8
2939,008,9.1
2939,003,9.6
2939,015,9.8
2939,016,5.0
2940,004,5.5
2940,018,4.8
2941,016,7.7
2941,012,5.4
2942,009,7.6
2942,022,7.3
2943,021,9.1
2943,012,7.2
2943,015,9.4
2943,018,5.7
2944,013,5.8
2944,014,8.9
2944,003,9.0
2944,020,9.6
2944,017,7.3
2944,016,5.3
2945,001,7.2
2945,011,5.5
2945,022,5.8
2945,018,5.6
2946,014,6.8
2946,016,4.2
2947,019,8.3
2947,022,7.0
2948,021,9.1
2948,016,5.5
2949,007,6.0
2949,006,5.8
2949,016,6.2
2950,010,9.1
2950,014,9.0
2950,017,5.5
2950,019,9.0
2950,011,6.8
2951,010,9.8
2951,013,7.2
2951,003,9.8
2951,004,8.5
2952,007,6.6
2952,004,7.3
2952,012,9.2
2952,021,8.2
2952,016,4.5
2952,002,4.3
2953,001,5.6
2953,018,7.3
2953,011,8.2
2954,013,8.8
2954,011,6.1
2954,014,8.6
2954,021,9.6
2954,005,7.4
2954,019,5.2
2955,013,6.1
2955,006,7.4
2956,016,5.5
2956,021,7.2
2956,003,7.9
2956,020,6.6
2956,002,5.6
2957,010,4.5
2957,018,5.7
2957,022,7.3
2957,019,9.0
2957,021,9.8
2958,004,5.7
2958,021,9.6
2958,003,6.1
2958,013,8.4
2958,010,9.6
2958,002,9.4
2959,022,9.3
2959,009,4.9
2959,013,9.0
2959,006,4.3
2960,004,9.7
2960,021,6.3
2960,009,6.0
2960,018,8.8
2961,022,8.2
2961,011,4.6
2961,004,5.9
2961,015,7.8
2961,018,7.5
2961,001,9.9
2962,013,7.0
2962,019,7.6
2962,011,5.5
2962,020,8.9
2962,006,4.4
2963,010,9.6
2963,022,7.5
2963,001,5.7
2963,011,9.6
2964,022,7.9
2964,009,6.1
2964,014,5.6
2964,010,4.2
2965,010,7.9
2965,016,4.6
2966,015,8.9
2966,004,9.1
2966,018,4.9
2966,009,6.0
2967,016,7.1
2967,006,4.2
2967,008,6.3
2967,022,8.4
2968,007,7.2
2968,018,7.7
2969,008,8.6
2969,001,6.0
2969,010,9.4
2969,013,7.1
2969,019,4.5
2970,010,6.6
2970,019,4.5
2970,013,7.9
2971,021,7.9
2971,005,7.7
2971,003,8.7
2972,010,7.5
2972,015,7.6
2972,005,8.1
2972,021,9.3
2973,005,9.2
2973,017,9.9
2973,019,6.6
2973,004,6.2
2973,001,9.4
2973,008,5.0
2974,011,8.3
2974,020,5.3
2974,017,4.9
2974,021,9.4
2974,014,8.2
2975,002,6.6
2975,003,5.1
2975,017,7.5
2975,008,9.7
2975,012,9.4
2976,011,8.5
2976,010,5.3
2977,018,5.1
2977,022,6.2
2977,002,5.0
2977,001,4.1
2978,009,9.8
2978,016,8.1
2978,015,7.4
2978,014,8.3
2978,003,6.1
2979,001,8.7
2979,015,9.6
2979,003,8.7
2979,018,9.3
2979,008,8.5
2979,006,8.6
2980,009,6.9
2980,018,9.9
2981,003,9.3
2981,019,7.0
2982,005,7.0
2982,006,7.3
2983,013,5.5
2983,018,9.1
2983,015,6.1
2983,016,9.5
2984,003,6.0
2984,013,6.2
2984,007,8.9
2984,009,9.6
2984,022,5.1
2985,001,7.4
2985,016,7.7
2985,003,7.6
2985,002,9.3
2985,007,9.2
2986,007,9.6
2986,012,9.5
2986,021,6.9
2986,015,5.2
2987,019,4.2
2987,011,9.3
2987,014,6.3
2987,018,8.6
2987,007,7.5
2988,020,4.6
2988,017,9.2
2988,018,7.6
2988,008,8.0
2988,010,4.3
2989,001,9.4
2989,022,6.7
2989,018,6.6
2989,014,6.8
2989,010,8.4
2990,005,9.4
2990,001,7.0
2990,022,8.9
2990,008,6.4
2991,011,9.4
2991,005,7.0
2991,018,9.0
2991,020,7.7
2991,009,4.8
2991,006,4.3
2992,014,7.1
2992,007,5.7
2992,004,9.4
2992,008,7.7
2993,011,6.1
2993,013,6.3
2993,004,8.3
2993,015,7.3
2994,018,9.0
2994,004,5.1
2994,007,4.4
2994,015,7.4
2995,001,6.4
2995,009,8.0
2995,012,4.5
2995,005,5.6
2995,008,9.4
2996,010,7.7
2996,001,9.7
2997,011,5.7
2997,013,6.0
2997,021,6.1
2997,012,8.4
2997,017,8.9
2997,004,6.7
2998,018,6.7
2998,006,6.5
2998,003,6.1
2998,002,7.8
2998,022,4.3
2998,005,4.8
2999,014,5.0
2999,005,8.9
2999,008,9.9
3000,019,9.2
3000,009,5.5
3000,003,4.1
3000,004,9.1
3001,001,9.8
3001,002,8.3
3001,014,7.7
3001,010,6.9
3001,017,6.7
3001,016,9.1
3002,010,9.9
3002,001,8.6
3002,003,5.5
3002,014,7.4
3003,009,7.5
3003,014,5.4
3003,004,4.1
3003,006,5.7
3003,010,9.5
3003,005,8.1
3004,006,8.9
3004,021,8.6
3004,016,5.4
3004,002,9.6
3005,018,7.1
3005,009,5.2
3005,008,4.8
3005,010,8.6
3005,019,5.7
3005,011,6.8
3006,006,6.0
3006,017,5.6
3006,005,4.4
3006,019,5.4
3006,011,4.3
3006,012,5.7
3007,002,7.2
3007,020,8.7
3007,011,5.4
3007,021,4.2
3008,021,6.3
3008,019,6.0
3008,017,7.9
3008,008,8.0
3008,012,8.9
3009,018,6.5
3009,006,5.2
3009,012,6.3
3009,003,7.3
3010,014,4.1
3010,001,7.0
3010,017,4.6
3010,010,7.2
3011,010,6.1
3011,015,5.2
3011,014,7.4
3012,005,5.2
3012,021,7.6
3012,012,8.5
3013,019,8.6
3013,001,4.5
3013,013,7.8
3014,022,9.4
3014,021,8.0
3014,002,5.1
3015,014,6.1
3015,016,5.1
3016,013,4.4
3016,004,4.3
3016,020,7.7
3016,005,6.8
3017,019,8.3
3017,011,7.1
3018,008,8.7
3018,019,5.0
3018,012,6.9
3019,006,4.1
3019,009,6.8
3019,021,8.6
3020,014,5.2
3020,015,4.5
3020,007,6.8
3020,022,5.9
3020,003,4.0
3021,016,9.3
3021,014,7.5
3021,019,7.0
3021,010,6.6
3022,014,8.1
3022,002,4.7
3022,012,4.7
3022,010,7.3
3022,019,8.4
3022,013,5.5
3023,013,9.7
3023,006,8.5
3023,020,9.5
3024,004,9.6
3024,011,8.4
3024,015,4.3
3025,009,6.3
3025,004,9.0
3025,006,10.0
3025,015,9.3
3025,005,9.5
3026,004,6.8
3026,015,9.7
3026,014,5.5
3026,020,8.7
3026,019,7.6
3027,006,4.3
3027,007,9.6
3027,010,7.6
3028,008,7.4
3028,018,8.0
3028,010,7.8
3028,011,8.9
3029,022,7.3
3029,002,8.7
3029,010,4.7
3029,011,8.6
3029,015,6.9
3030,013,9.6
3030,011,5.9
3031,015,6.5
3031,021,4.8
3031,010,9.6
3031,002,6.5
3031,009,7.6
3032,016,7.5
3032,006,9.4
3032,014,6.9
3032,013,8.2
3032,002,7.2
3032,019,8.3
3033,008,6.2
3033,005,6.9
3034,016,6.7
3034,002,7.3
3034,001,8.3
3034,018,7.3
3035,011,5.9
3035,010,8.5
3035,008,4.5
3035,016,7.1
3035,021,5.2
3035,019,4.2
3036,005,8.2
3036,007,5.2
3036,014,8.6
3036,019,7.2
3037,007,8.3
3037,020,8.0
3037,011,7.4
3037,016,7.4
3038,009,4.4
3038,021,8.1
3038,005,7.7
3038,020,6.1
3038,007,5.1
3038,019,8.5
3039,009,6.7
3039,014,8.0
3039,012,7.9
3039,018,7.7
3039,004,6.0
3039,001,8.1
3040,003,9.4
3040,012,9.7
3040,007,9.6
3040,019,5.4
3040,015,5.4
3040,016,4.4
3041,001,5.8
3041,004,9.6
3041,013,4.7
3041,017,6.9
3042,016,5.6
3042,020,5.9
3042,010,4.1
3042,013,5.8
3042,007,9.5
3043,003,5.6
3043,015,8.8
3043,011,4.0
3043,007,7.1
3043,017,5.6
3044,009,7.1
3044,007,5.7
3044,013,4.0
3044,008,9.1
3045,018,7.3
3045,004,5.3
3046,007,5.3
3046,002,8.1
3046,015,8.0
3046,016,5.8
3046,012,6.5
3047,012,9.9
3047,006,5.7
3047,001,6.5
3047,008,9.9
3047,007,4.9
3048,015,5.4
3048,010,7.2
3049,004,9.1
3049,013,9.5
3049,008,8.0
3049,018,4.8
3049,017,5.1
3050,020,8.9
3050,014,4.3
3050,016,8.5
3050,001,5.2
3050,022,7.7
3051,018,7.1
3051,004,8.5
3051,016,8.3
3052,013,4.6
3052,008,7.6
3052,010,4.1
3052,011,5.5
3052,014,6.5
3053,022,8.1
3053,010,8.9
3053,020,7.0
3054,002,8.8
3054,006,8.3
3055,011,6.8
3055,016,8.1
3055,005,5.7
3055,015,4.7
3056,004,6.7
3056,003,6.7
3056,021,4.9
3056,016,5.9
3057,004,9.4
3057,013,8.6
3057,019,8.5
3057,020,4.7
3057,003,8.7
3057,014,4.8
3058,015,4.9
3058,011,7.5
3059,016,9.9
3059,001,4.8
3059,003,9.3
3059,007,5.7
3059,019,6.6
3059,005,8.1
3060,020,4.0
3060,001,8.2
3060,006,6.4
3060,009,7.5
3060,021,8.4
3060,010,9.4
3061,021,6.3
3061,019,6.0
3061,017,6.2
3061,011,4.8
3061,010,4.6
3062,004,5.8
3062,021,4.4
3063,014,7.3
3063,006,5.1
3064,015,9.1
3064,009,6.2
3064,010,5.3
3065,002,4.8
3065,012,5.9
3066,014,4.7
3066,018,8.9
3066,006,9.8
3066,011,8.3
3066,013,9.8
3067,011,6.6
3067,002,7.0
3067,014,4.8
3067,005,9.5
3067,008,8.8
3068,010,6.1
3068,006,6.6
3068,003,4.1
3068,021,6.4
3068,007,9.9
3068,016,5.0
3069,004,4.1
3069,009,5.0
3069,003,6.3
3069,006,8.8
3070,017,7.6
3070,022,8.5
3070,009,5.7
3071,005,4.3
3071,011,9.4
3071,016,6.0
3072,005,5.0
3072,014,6.9
3072,008,8.9
3073,001,7.0
3073,015,4.9
3073,003,10.0
3074,014,8.1
3074,009,6.7
3074,007,6.4
3074,011,7.2
3075,022,7.1
3075,004,4.5
3075,020,9.0
3076,004,8.0
3076,006,6.7
3076,013,5.5
3076,017,8.8
3077,010,9.1
3077,005,7.6
3077,009,7.7
3077,017,4.7
3077,018,9.1
3078,020,4.8
3078,005,4.3
3078,021,4.0
3078,012,7.0
3079,013,7.0
3079,002,6.1
3079,022,6.2
3079,007,7.0
3079,019,5.6
3080,016,7.9
3080,013,4.9
3081,010,8.0
3081,001,5.6
3081,014,7.0
3081,013,5.6
3082,006,9.2
3082,020,6.9
3082,007,8.3
3083,016,9.2
3083,001,7.8
3083,019,9.9
3083,017,7.4
3083,009,5.0
3084,008,8.7
3084,019,8.0
3084,013,7.4
3084,021,8.1
3084,009,8.2
3085,014,8.0
3085,018,4.2
3085,003,9.4
3086,005,7.4
3086,001,5.3
3086,009,8.1
3086,002,8.2
3086,010,4.1
3086,008,4.3
3086,004,7.8
3087,014,9.0
3087,010,5.2
3087,001,7.9
3088,016,6.3
3088,006,4.3
3088,007,4.2
3088,011,7.3
3088,014,7.9
3089,009,6.1
3089,012,4.2
3090,019,4.7
3090,022,8.0
3090,004,8.0
3090,011,6.9
3091,004,6.8
3091,015,4.9
3091,010,6.3
3091,009,5.1
3091,006,8.6
3092,007,10.0
3092,020,9.4
3093,015,6.3
3093,007,8.2
3093,005,5.3
3093,019,5.4
3094,019,5.7
3094,016,6.4
3094,011,8.0
3095,001,5.9
3095,019,6.7
3095,005,7.4
3095,009,4.5
3096,015,5.4
3096,022,8.6
3097,009,6.7
3097,008,10.0
3097,018,5.0
3097,015,9.3
3097,006,8.8
3097,002,8.1
3098,014,5.7
3098,015,8.0
3098,008,5.2
3098,002,8.2
3098,016,6.1
3098,018,5.5
3099,004,4.3
3099,012,5.4
3099,015,8.1
3100,020,4.4
3100,010,9.5
3100,022,6.1
3100,008,5.7
3100,015,4.5
3100,004,5.2
3101,014,8.8
3101,008,9.2
3101,020,8.1
3101,012,8.0
3101,021,4.2
3102,003,6.1
3102,007,5.1
3102,005,8.4
3103,009,7.4
3103,013,5.3
3103,019,9.9
3103,022,4.8
3103,017,6.7
3104,021,8.0
3104,011,8.6
3104,020,4.3
3105,004,6.4
3105,019,6.3
3105,005,9.0
3105,012,6.2
3105,009,5.6
3106,004,5.6
3106,015,4.4
3106,014,6.0
3106,010,7.6
3106,016,6.5
3106,002,8.8
3107,016,5.0
3107,014,4.7
3107,019,8.3
3107,006,5.6
3108,022,6.8
3108,018,9.9
3108,014,8.2
3108,012,6.4
3108,007,5.3
3108,021,8.4
3109,019,5.6
3109,015,7.5
3109,009,8.5
3109,013,6.0
3110,007,9.4
3110,008,6.3
3110,013,8.0
3110,006,5.9
3111,007,4.4
3111,009,8.1
3111,006,8.4
3111,012,5.3
3111,002,6.0
3112,010,6.4
3112,011,9.1
3112,005,6.2
3112,019,6.0
3112,008,10.0
3113,022,8.8
3113,014,8.5
3113,003,9.7
3113,005,4.5
3113,018,5.9
3113,009,9.0
3114,019,5.0
3114,006,7.0
3114,009,4.9
3115,015,6.5
3115,002,6.1
3115,011,9.5
3116,002,4.9
3116,011,4.5
3116,018,5.4
3116,006,8.9
3116,008,6.7
3117,008,4.8
3117,014,4.6
3117,019,5.6
3117,009,4.5
3117,003,6.0
3117,011,7.1
3118,011,7.4
3118,007,5.6
3118,019,8.6
3118,006,8.8
3118,013,9.6
3119,008,9.2
3119,019,7.9
3119,002,5.7
3119,018,8.9
3120,006,4.5
3120,018,5.2
3120,008,9.6
3120,021,8.5
3121,017,8.7
3121,019,9.6
3121,016,8.1
3121,006,4.1
3121,015,4.0
3121,021,4.4
3122,020,8.2
3122,008,9.8
3122,015,4.1
3123,021,9.3
3123,006,4.3
3124,015,5.4
3124,021,8.4
3124,007,7.1
3124,009,4.9
3124,018,8.3
3124,008,9.9
3125,014,5.6
3125,007,8.3
3126,014,5.4
3126,007,6.6
3126,017,8.9
3127,018,9.4
3127,021,4.8
3127,004,5.1
3128,004,9.1
3128,006,4.1
3128,001,4.5
3129,017,7.4
3129,018,6.1
3129,003,5.2
3129,004,4.9
3130,017,7.6
3130,016,8.5
3130,022,9.1
3131,004,7.4
3131,005,5.3
3131,006,7.8
3132,017,8.7
3132,014,6.1
3132,010,4.9
3132,007,5.0
3133,012,9.6
3133,022,4.2
3133,001,5.0
3133,019,7.8
3133,015,5.9
3134,020,8.6
3134,010,4.6
3134,017,9.0
3134,012,6.1
3134,021,8.5
3134,006,8.1
3135,002,4.1
3135,014,5.3
3136,020,9.4
3136,002,4.5
3136,022,9.9
3136,009,4.7
3137,004,5.1
3137,020,4.8
3137,019,6.8
3137,017,9.9
3138,022,7.9
3138,016,6.4
3139,019,6.8
3139,016,5.9
3139,022,7.5
3139,009,5.8
3140,019,6.1
3140,008,4.1
3141,004,5.2
3141,015,6.6
3141,003,8.2
3142,003,6.4
3142,014,9.5
3143,014,8.7
3143,018,9.3
3143,015,6.7
3143,005,8.3
3144,017,6.2
3144,005,8.3
3144,014,9.3
3145,008,4.3
3145,005,6.8
3145,001,5.2
3145,016,7.4
3146,010,4.3
3146,002,6.2
3146,021,5.3
3146,003,7.1
3147,019,4.5
3147,020,6.9
3147,016,5.3
3147,015,10.0
3147,002,5.6
3147,022,7.8
3148,019,8.4
3148,022,4.8
3148,003,9.7
3148,007,5.0
3148,013,5.6
3149,006,5.9
3149,001,8.7
3149,004,5.4
3149,016,9.7
3150,019,7.7
3150,004,7.6
3150,001,5.2
3150,003,6.3
3150,013,6.6
3150,007,9.1
3151,007,6.0
3151,004,8.7
3151,015,5.0
3151,003,8.4
3152,012,6.7
3152,019,9.1
3152,006,7.8
3152,002,8.0
3153,007,4.6
3153,006,7.2
3153,014,8.5
3153,004,9.9
3153,013,5.4
3154,014,6.3
3154,005,6.2
3154,020,8.5
3155,009,5.8
3155,021,9.5
3155,015,7.8
3155,006,8.9
3156,020,9.5
3156,008,9.6
3156,017,7.6
3156,001,4.8
3156,007,4.2
3157,008,4.2
3157,016,7.9
3158,021,8.6
3158,006,6.0
3158,020,5.3
3158,002,4.6
3158,008,6.4
3158,003,7.6
3159,014,9.7
3159,012,6.9
3159,007,5.0
3159,009,6.4
3159,004,4.5
3160,012,8.4
3160,009,5.9
3160,003,6.1
3160,014,8.8
3161,014,8.7
3161,003,6.3
3161,006,6.0
3161,005,8.6
3162,022,4.1
3162,018,4.9
3163,005,7.4
3163,013,9.3
3163,003,4.7
3163,012,7.1
3163,010,7.3
3164,007,7.6
3164,016,4.1
3164,011,5.6
3165,007,7.9
3165,003,4.6
3165,002,5.5
3165,014,6.8
3165,008,8.0
3166,004,5.0
3166,008,4.7
3167,016,7.3
3167,003,9.2
3167,013,5.3
3167,008,5.4
3167,015,6.3
3168,009,8.0
3168,022,9.7
3168,013,5.8
3168,012,8.6
3169,004,8.8
3169,014,8.4
3169,020,5.6
3169,008,9.7
3169,006,9.1
3169,016,6.0
3170,005,7.0
3170,003,6.4
3170,012,7.7
3170,011,6.1
3170,014,4.7
3170,004,7.3
3171,018,9.1
3171,008,4.9
3171,004,5.8
3171,011,5.9
3171,002,5.2
3172,007,6.4
3172,014,5.4
3173,012,7.3
3173,007,5.6
3173,011,7.0
3173,020,8.3
3173,015,6.3
3173,009,8.7
3174,022,9.4
3174,009,4.3
3174,007,9.9
3174,018,6.8
3175,011,5.1
3175,022,5.2
3175,003,4.5
3175,010,8.3
3175,016,5.5
3175,018,6.6
3176,010,6.7
3176,009,6.7
3176,008,5.4
